Name,I_BSDV_AX,I_BSDV_AY,I_BSDV_AZ,I_BSDV_IX,I_BSDV_IY,I_BSDV_IZ,I_BSDV_VY,I_BSDV_VPY,I_BSDV_VZ,I_BSDV_VPZ,I_BSDV_SURFACE,I_BSDV_WEIGHT,I_BSDV_D,I_BSDV_BF,I_BSDV_TW,I_BSDV_TF,I_BSDV_RA,I_BSDV_RI,I_BSDV_S,I_BSDV_ZY,I_BSDV_ZZ,I_BSDV_WX,I_BSDV_WY,I_BSDV_WZ,I_BSDV_GAMMA,I_BSDV_IOMEGA,I_BSDV_P1_LENGTH,I_BSDV_P1_THICKNESS,I_BSDV_P2_LENGTH,I_BSDV_P2_THICKNESS,I_BSDV_P3_LENGTH,I_BSDV_P3_THICKNESS,I_BSDV_P4_LENGTH,I_BSDV_P4_THICKNESS,I_BSDV_BF2,I_BSDV_TF2,I_BSDV_DIM1,I_BSDV_DIM2,I_BSDV_DIM3,I_BSDV_ANGLE1,I_BSDV_ANGLE2,
SHSC 120x120x4,0.00181,0.00096,0.00096,6.37e-06,4.02e-06,4.02e-06,0.06,0.06,0.06,0.06,0.466,139.25443,0.12,0.12,0.004,0.004,0.004,0.008,0.0,7.83e-05,7.83e-05,0.000101,0.0008,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,4.0,0.0,0.0,
SHSC 120x120x5,0.00224,0.0012,0.0012,7.78e-06,4.85e-06,4.85e-06,0.06,0.06,0.06,0.06,0.463,171.616375,0.12,0.12,0.005,0.005,0.005,0.01,0.0,9.54e-05,9.54e-05,0.000122,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,5.0,0.0,0.0,
SHSC 120x120x6,0.00264,0.00144,0.00144,9.13e-06,5.62e-06,5.62e-06,0.06,0.06,0.06,0.06,0.459,202.997655,0.12,0.12,0.006,0.006,0.006,0.012,0.0,0.000112,0.000112,0.000141,0.0012,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,6.0,0.0,0.0,
SHSC 120x120x6.3,0.00273,0.001512,0.001512,9.55e-06,5.72e-06,5.72e-06,0.06,0.06,0.06,0.06,0.453,209.86231,0.12,0.12,0.0063,0.0063,0.00945,0.01575,0.0,0.000114,0.000114,0.000146,0.00126,0.00126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,6.3,0.0,0.0,
SHSC 120x120x8,0.00336,0.00192,0.00192,1.163e-05,6.77e-06,6.77e-06,0.06,0.06,0.06,0.06,0.446,258.89556,0.12,0.12,0.008,0.008,0.012,0.02,0.0,0.000138,0.000138,0.000175,0.0016,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,8.0,0.0,0.0,
SHSC 120x120x10,0.00406,0.0024,0.0024,1.376e-05,7.77e-06,7.77e-06,0.06,0.06,0.06,0.06,0.437,311.85147,0.12,0.12,0.01,0.01,0.015,0.025,0.0,0.000162,0.000162,0.000203,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,10.0,0.0,0.0,
SHSC 120x120x12,0.00457,0.00288,0.00288,1.518e-05,8.06e-06,8.06e-06,0.06,0.06,0.06,0.06,0.418,351.07807,0.12,0.12,0.012,0.012,0.024,0.036,0.0,0.000174,0.000174,0.000219,0.0024,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,12.0,0.0,0.0,
SHSC 120x120x12.5,0.0047,0.003,0.003,1.551e-05,8.17e-06,8.17e-06,0.06,0.06,0.06,0.06,0.416,361.865385,0.12,0.12,0.0125,0.0125,0.025,0.0375,0.0,0.000178,0.000178,0.000223,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,12.5,0.0,0.0,
SHSC 140x140x4,0.00213,0.00112,0.00112,1.023e-05,6.52e-06,6.52e-06,0.07,0.07,0.07,0.07,0.546,164.75172,0.14,0.14,0.004,0.004,0.004,0.008,0.0,0.000108,0.000108,0.00014,0.000933333333,0.000933333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,140.0,4.0,0.0,0.0,
SHSC 140x140x5,0.00264,0.0014,0.0014,1.256e-05,7.91e-06,7.91e-06,0.07,0.07,0.07,0.07,0.543,202.997655,0.14,0.14,0.005,0.005,0.005,0.01,0.0,0.000132,0.000132,0.00017,0.001166666667,0.001166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,140.0,5.0,0.0,0.0,
SHSC 140x140x6,0.00312,0.00168,0.00168,1.479e-05,9.2e-06,9.2e-06,0.07,0.07,0.07,0.07,0.539,240.262925,0.14,0.14,0.006,0.006,0.006,0.012,0.0,0.000155,0.000155,0.000198,0.0014,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,140.0,6.0,0.0,0.0,
SHSC 140x140x6.3,0.00323,0.001764,0.001764,1.55e-05,9.41e-06,9.41e-06,0.07,0.07,0.07,0.07,0.533,249.08891,0.14,0.14,0.0063,0.0063,0.00945,0.01575,0.0,0.00016,0.00016,0.000205,0.00147,0.00147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,140.0,6.3,0.0,0.0,
SHSC 140x140x8,0.004,0.00224,0.00224,1.901e-05,1.127e-05,1.127e-05,0.07,0.07,0.07,0.07,0.526,307.92881,0.14,0.14,0.008,0.008,0.012,0.02,0.0,0.000194,0.000194,0.000248,0.001866666667,0.001866666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,140.0,8.0,0.0,0.0,
SHSC 140x140x10,0.00486,0.0028,0.0028,2.274e-05,1.312e-05,1.312e-05,0.07,0.07,0.07,0.07,0.517,373.633365,0.14,0.14,0.01,0.01,0.015,0.025,0.0,0.00023,0.00023,0.000291,0.002333333333,0.002333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,140.0,10.0,0.0,0.0,
SHSC 140x140x12,0.00553,0.00336,0.00336,2.567e-05,1.398e-05,1.398e-05,0.07,0.07,0.07,0.07,0.498,425.60861,0.14,0.14,0.012,0.012,0.024,0.036,0.0,0.000253,0.000253,0.000322,0.0028,0.0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,140.0,12.0,0.0,0.0,
SHSC 140x140x12.5,0.0057,0.0035,0.0035,2.634e-05,1.425e-05,1.425e-05,0.07,0.07,0.07,0.07,0.496,439.33792,0.14,0.14,0.0125,0.0125,0.025,0.0375,0.0,0.000259,0.000259,0.000329,0.002916666667,0.002916666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,140.0,12.5,0.0,0.0,
SHSC 150x150x4,0.00229,0.0012,0.0012,1.265e-05,8.08e-06,8.08e-06,0.075,0.075,0.075,0.075,0.586,176.5197,0.15,0.15,0.004,0.004,0.004,0.008,0.0,0.000125,0.000125,0.000162,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,150.0,4.0,0.0,0.0,
SHSC 150x150x5,0.00284,0.0015,0.0015,1.554e-05,9.82e-06,9.82e-06,0.075,0.075,0.075,0.075,0.583,218.688295,0.15,0.15,0.005,0.005,0.005,0.01,0.0,0.000153,0.000153,0.000197,0.00125,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,150.0,5.0,0.0,0.0,
SHSC 150x150x6,0.00336,0.0018,0.0018,1.833e-05,1.146e-05,1.146e-05,0.075,0.075,0.075,0.075,0.579,258.89556,0.15,0.15,0.006,0.006,0.006,0.012,0.0,0.00018,0.00018,0.00023,0.0015,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,150.0,6.0,0.0,0.0,
SHSC 150x150x6.3,0.00348,0.00189,0.00189,1.922e-05,1.174e-05,1.174e-05,0.075,0.075,0.075,0.075,0.573,268.70221,0.15,0.15,0.0063,0.0063,0.00945,0.01575,0.0,0.000185,0.000185,0.000239,0.001575,0.001575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,150.0,6.3,0.0,0.0,
SHSC 150x150x8,0.00432,0.0024,0.0024,2.364e-05,1.412e-05,1.412e-05,0.075,0.075,0.075,0.075,0.566,332.445435,0.15,0.15,0.008,0.008,0.012,0.02,0.0,0.000226,0.000226,0.000289,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,150.0,8.0,0.0,0.0,
SHSC 150x150x10,0.00526,0.003,0.003,2.839e-05,1.653e-05,1.653e-05,0.075,0.075,0.075,0.075,0.557,405.014645,0.15,0.15,0.01,0.01,0.015,0.025,0.0,0.000269,0.000269,0.000341,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,150.0,10.0,0.0,0.0,
SHSC 150x150x12,0.00601,0.0036,0.0036,3.231e-05,1.78e-05,1.78e-05,0.075,0.075,0.075,0.075,0.538,461.893215,0.15,0.15,0.012,0.012,0.024,0.036,0.0,0.000298,0.000298,0.00038,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,150.0,12.0,0.0,0.0,
SHSC 150x150x12.5,0.0062,0.00375,0.00375,3.321e-05,1.817e-05,1.817e-05,0.075,0.075,0.075,0.075,0.536,477.583855,0.15,0.15,0.0125,0.0125,0.025,0.0375,0.0,0.000306,0.000306,0.000389,0.003125,0.003125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,150.0,12.5,0.0,0.0,
SHSC 150x150x16,0.00748,0.0048,0.0048,3.83e-05,2.009e-05,2.009e-05,0.075,0.075,0.075,0.075,0.518,575.650355,0.15,0.15,0.016,0.016,0.032,0.048,0.0,0.000351,0.000351,0.00044,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,150.0,16.0,0.0,0.0,
SHSC 160x160x4,0.00245,0.00128,0.00128,1.541e-05,9.87e-06,9.87e-06,0.08,0.08,0.08,0.08,0.626,189.268345,0.16,0.16,0.004,0.004,0.004,0.008,0.0,0.000143,0.000143,0.000185,0.001066666667,0.001066666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,160.0,4.0,0.0,0.0,
SHSC 160x160x5,0.00304,0.0016,0.0016,1.896e-05,1.202e-05,1.202e-05,0.08,0.08,0.08,0.08,0.623,233.39827,0.16,0.16,0.005,0.005,0.005,0.01,0.0,0.000175,0.000175,0.000226,0.001333333333,0.001333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,160.0,5.0,0.0,0.0,
SHSC 160x160x6,0.0036,0.00192,0.00192,2.239e-05,1.405e-05,1.405e-05,0.08,0.08,0.08,0.08,0.619,277.528195,0.16,0.16,0.006,0.006,0.006,0.012,0.0,0.000206,0.000206,0.000264,0.0016,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,160.0,6.0,0.0,0.0,
SHSC 160x160x6.3,0.00374,0.002016,0.002016,2.349e-05,1.442e-05,1.442e-05,0.08,0.08,0.08,0.08,0.613,287.334845,0.16,0.16,0.0063,0.0063,0.00945,0.01575,0.0,0.000213,0.000213,0.000275,0.00168,0.00168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,160.0,6.3,0.0,0.0,
SHSC 160x160x8,0.00464,0.00256,0.00256,2.897e-05,1.741e-05,1.741e-05,0.08,0.08,0.08,0.08,0.606,357.942725,0.16,0.16,0.008,0.008,0.012,0.02,0.0,0.00026,0.00026,0.000334,0.002133333333,0.002133333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,160.0,8.0,0.0,0.0,
SHSC 160x160x10,0.00566,0.0032,0.0032,3.49e-05,2.048e-05,2.048e-05,0.08,0.08,0.08,0.08,0.597,435.41526,0.16,0.16,0.01,0.01,0.015,0.025,0.0,0.000311,0.000311,0.000395,0.002666666667,0.002666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,160.0,10.0,0.0,0.0,
SHSC 160x160x12,0.00649,0.00384,0.00384,3.997e-05,2.224e-05,2.224e-05,0.08,0.08,0.08,0.08,0.578,499.158485,0.16,0.16,0.012,0.012,0.024,0.036,0.0,0.000346,0.000346,0.000443,0.0032,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,160.0,12.0,0.0,0.0,
SHSC 160x160x12.5,0.0067,0.004,0.004,4.114e-05,2.275e-05,2.275e-05,0.08,0.08,0.08,0.08,0.576,515.82979,0.16,0.16,0.0125,0.0125,0.025,0.0375,0.0,0.000356,0.000356,0.000455,0.003333333333,0.003333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,160.0,12.5,0.0,0.0,
SHSC 160x160x16,0.00812,0.00512,0.00512,4.799e-05,2.546e-05,2.546e-05,0.08,0.08,0.08,0.08,0.558,624.683605,0.16,0.16,0.016,0.016,0.032,0.048,0.0,0.000413,0.000413,0.00052,0.004266666667,0.004266666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,160.0,16.0,0.0,0.0,
SHSC 180x180x4,0.00277,0.00144,0.00144,2.21e-05,1.422e-05,1.422e-05,0.09,0.09,0.09,0.09,0.706,213.78497,0.18,0.18,0.004,0.004,0.004,0.008,0.0,0.000182,0.000182,0.000237,0.0012,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,180.0,4.0,0.0,0.0,
SHSC 180x180x5,0.00344,0.0018,0.0018,2.724e-05,1.737e-05,1.737e-05,0.09,0.09,0.09,0.09,0.703,264.77955,0.18,0.18,0.005,0.005,0.005,0.01,0.0,0.000224,0.000224,0.00029,0.0015,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,180.0,5.0,0.0,0.0,
SHSC 180x180x6,0.00408,0.00216,0.00216,3.223e-05,2.037e-05,2.037e-05,0.09,0.09,0.09,0.09,0.699,314.793465,0.18,0.18,0.006,0.006,0.006,0.012,0.0,0.000264,0.000264,0.00034,0.0018,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,180.0,6.0,0.0,0.0,
SHSC 180x180x6.3,0.00424,0.002268,0.002268,3.383e-05,2.096e-05,2.096e-05,0.09,0.09,0.09,0.09,0.693,326.561445,0.18,0.18,0.0063,0.0063,0.00945,0.01575,0.0,0.000273,0.000273,0.000354,0.00189,0.00189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,180.0,6.3,0.0,0.0,
SHSC 180x180x8,0.00528,0.00288,0.00288,4.189e-05,2.546e-05,2.546e-05,0.09,0.09,0.09,0.09,0.686,406.975975,0.18,0.18,0.008,0.008,0.012,0.02,0.0,0.000336,0.000336,0.000432,0.0024,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,180.0,8.0,0.0,0.0,
SHSC 180x180x10,0.00646,0.0036,0.0036,5.074e-05,3.017e-05,3.017e-05,0.09,0.09,0.09,0.09,0.677,497.197155,0.18,0.18,0.01,0.01,0.015,0.025,0.0,0.000404,0.000404,0.000515,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,180.0,10.0,0.0,0.0,
SHSC 180x180x12,0.00745,0.00432,0.00432,5.865e-05,3.322e-05,3.322e-05,0.09,0.09,0.09,0.09,0.658,573.689025,0.18,0.18,0.012,0.012,0.024,0.036,0.0,0.000454,0.000454,0.000584,0.0036,0.0036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,180.0,12.0,0.0,0.0,
SHSC 180x180x12.5,0.0077,0.0045,0.0045,6.05e-05,3.406e-05,3.406e-05,0.09,0.09,0.09,0.09,0.656,593.302325,0.18,0.18,0.0125,0.0125,0.025,0.0375,0.0,0.000467,0.000467,0.0006,0.00375,0.00375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,180.0,12.5,0.0,0.0,
SHSC 180x180x16,0.0094,0.00576,0.00576,7.178e-05,3.887e-05,3.887e-05,0.09,0.09,0.09,0.09,0.638,723.73077,0.18,0.18,0.016,0.016,0.032,0.048,0.0,0.00055,0.00055,0.000698,0.0048,0.0048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,180.0,16.0,0.0,0.0,
SHSC 200x200x4,0.00309,0.0016,0.0016,3.049e-05,1.968e-05,1.968e-05,0.1,0.1,0.1,0.1,0.786,238.301595,0.2,0.2,0.004,0.004,0.004,0.008,0.0,0.000226,0.000226,0.000295,0.001333333333,0.001333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,4.0,0.0,0.0,
SHSC 200x200x5,0.00384,0.002,0.002,3.763e-05,2.41e-05,2.41e-05,0.1,0.1,0.1,0.1,0.783,295.180165,0.2,0.2,0.005,0.005,0.005,0.01,0.0,0.000279,0.000279,0.000362,0.001666666667,0.001666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,5.0,0.0,0.0,
SHSC 200x200x6,0.00456,0.0024,0.0024,4.459e-05,2.833e-05,2.833e-05,0.1,0.1,0.1,0.1,0.779,351.07807,0.2,0.2,0.006,0.006,0.006,0.012,0.0,0.00033,0.00033,0.000426,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,6.0,0.0,0.0,
SHSC 200x200x6.3,0.00474,0.00252,0.00252,4.682e-05,2.922e-05,2.922e-05,0.1,0.1,0.1,0.1,0.773,364.80738,0.2,0.2,0.0063,0.0063,0.00945,0.01575,0.0,0.000341,0.000341,0.000444,0.0021,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,6.3,0.0,0.0,
SHSC 200x200x8,0.00592,0.0032,0.0032,5.815e-05,3.566e-05,3.566e-05,0.1,0.1,0.1,0.1,0.766,456.009225,0.2,0.2,0.008,0.008,0.012,0.02,0.0,0.000421,0.000421,0.000544,0.002666666667,0.002666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,8.0,0.0,0.0,
SHSC 200x200x10,0.00726,0.004,0.004,7.072e-05,4.251e-05,4.251e-05,0.1,0.1,0.1,0.1,0.757,558.97905,0.2,0.2,0.01,0.01,0.015,0.025,0.0,0.000508,0.000508,0.000651,0.003333333333,0.003333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,10.0,0.0,0.0,
SHSC 200x200x12,0.00841,0.0048,0.0048,8.23e-05,4.73e-05,4.73e-05,0.1,0.1,0.1,0.1,0.738,647.2389,0.2,0.2,0.012,0.012,0.024,0.036,0.0,0.000576,0.000576,0.000743,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,12.0,0.0,0.0,
SHSC 200x200x12.5,0.0087,0.005,0.005,8.502e-05,4.859e-05,4.859e-05,0.1,0.1,0.1,0.1,0.736,669.794195,0.2,0.2,0.0125,0.0125,0.025,0.0375,0.0,0.000594,0.000594,0.000765,0.004166666667,0.004166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,12.5,0.0,0.0,
SHSC 200x200x16,0.0107,0.0064,0.0064,0.0001021,5.625e-05,5.625e-05,0.1,0.1,0.1,0.1,0.718,821.79727,0.2,0.2,0.016,0.016,0.032,0.048,0.0,0.000706,0.000706,0.000901,0.005333333333,0.005333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,16.0,0.0,0.0,
SHSC 220x220x5,0.00424,0.0022,0.0022,5.038e-05,3.238e-05,3.238e-05,0.11,0.11,0.11,0.11,0.863,325.58078,0.22,0.22,0.005,0.005,0.005,0.01,0.0,0.00034,0.00034,0.000442,0.001833333333,0.001833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,220.0,5.0,0.0,0.0,
SHSC 220x220x6,0.00504,0.00264,0.00264,5.976e-05,3.813e-05,3.813e-05,0.11,0.11,0.11,0.11,0.859,388.34334,0.22,0.22,0.006,0.006,0.006,0.012,0.0,0.000402,0.000402,0.000521,0.0022,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,220.0,6.0,0.0,0.0,
SHSC 220x220x6.3,0.00525,0.002772,0.002772,6.277e-05,3.94e-05,3.94e-05,0.11,0.11,0.11,0.11,0.853,404.03398,0.22,0.22,0.0063,0.0063,0.00945,0.01575,0.0,0.000417,0.000417,0.000543,0.00231,0.00231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,220.0,6.3,0.0,0.0,
SHSC 220x220x8,0.00656,0.00352,0.00352,7.815e-05,4.828e-05,4.828e-05,0.11,0.11,0.11,0.11,0.846,505.042475,0.22,0.22,0.008,0.008,0.012,0.02,0.0,0.000516,0.000516,0.000668,0.002933333333,0.002933333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,220.0,8.0,0.0,0.0,
SHSC 220x220x10,0.00806,0.0044,0.0044,9.533e-05,5.782e-05,5.782e-05,0.11,0.11,0.11,0.11,0.837,619.78028,0.22,0.22,0.01,0.01,0.015,0.025,0.0,0.000625,0.000625,0.000804,0.003666666667,0.003666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,220.0,10.0,0.0,0.0,
SHSC 220x220x12,0.00937,0.00528,0.00528,0.00011149,6.487e-05,6.487e-05,0.11,0.11,0.11,0.11,0.818,720.788775,0.22,0.22,0.012,0.012,0.024,0.036,0.0,0.000712,0.000712,0.000922,0.0044,0.0044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,220.0,12.0,0.0,0.0,
SHSC 220x220x12.5,0.0097,0.0055,0.0055,0.0001153,6.674e-05,6.674e-05,0.11,0.11,0.11,0.11,0.816,747.26673,0.22,0.22,0.0125,0.0125,0.025,0.0375,0.0,0.000735,0.000735,0.000951,0.004583333333,0.004583333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,220.0,12.5,0.0,0.0,
SHSC 220x220x16,0.012,0.00704,0.00704,0.00013971,7.812e-05,7.812e-05,0.11,0.11,0.11,0.11,0.798,920.844435,0.22,0.22,0.016,0.016,0.032,0.048,0.0,0.000881,0.000881,0.001129,0.005866666667,0.005866666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,220.0,16.0,0.0,0.0,
SHSC 250x250x5,0.00484,0.0025,0.0025,7.443e-05,4.805e-05,4.805e-05,0.125,0.125,0.125,0.125,0.983,372.6527,0.25,0.25,0.005,0.005,0.005,0.01,0.0,0.000442,0.000442,0.000577,0.002083333333,0.002083333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,5.0,0.0,0.0,
SHSC 250x250x6,0.00576,0.003,0.003,8.843e-05,5.672e-05,5.672e-05,0.125,0.125,0.125,0.125,0.979,443.26058,0.25,0.25,0.006,0.006,0.006,0.012,0.0,0.000524,0.000524,0.000681,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,6.0,0.0,0.0,
SHSC 250x250x6.3,0.006,0.00315,0.00315,9.29e-05,5.873e-05,5.873e-05,0.125,0.125,0.125,0.125,0.973,461.893215,0.25,0.25,0.0063,0.0063,0.00945,0.01575,0.0,0.000544,0.000544,0.000711,0.002625,0.002625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,6.3,0.0,0.0,
SHSC 250x250x8,0.00752,0.004,0.004,0.00011598,7.229e-05,7.229e-05,0.125,0.125,0.125,0.125,0.966,579.573015,0.25,0.25,0.008,0.008,0.012,0.02,0.0,0.000676,0.000676,0.000878,0.003333333333,0.003333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,8.0,0.0,0.0,
SHSC 250x250x10,0.00926,0.005,0.005,0.00014197,8.707e-05,8.707e-05,0.125,0.125,0.125,0.125,0.957,712.943455,0.25,0.25,0.01,0.01,0.015,0.025,0.0,0.000822,0.000822,0.001062,0.004166666667,0.004166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,10.0,0.0,0.0,
SHSC 250x250x12,0.0108,0.006,0.006,0.00016691,9.859e-05,9.859e-05,0.125,0.125,0.125,0.125,0.938,831.60392,0.25,0.25,0.012,0.012,0.024,0.036,0.0,0.000944,0.000944,0.001226,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,12.0,0.0,0.0,
SHSC 250x250x12.5,0.0112,0.00625,0.00625,0.00017283,0.00010161,0.00010161,0.125,0.125,0.125,0.125,0.936,862.9852,0.25,0.25,0.0125,0.0125,0.025,0.0375,0.0,0.000975,0.000975,0.001266,0.005208333333,0.005208333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,12.5,0.0,0.0,
SHSC 250x250x16,0.0139,0.008,0.008,0.00021146,0.00012047,0.00012047,0.125,0.125,0.125,0.125,0.918,1068.92485,0.25,0.25,0.016,0.016,0.032,0.048,0.0,0.00118,0.00118,0.00152,0.006666666667,0.006666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,16.0,0.0,0.0,
